190	20.988930867885628	agrestem	cyclopa
190	20.988930867885628	carota	daucus
190	20.988930867885628	comans	deflorescit
190	20.988930867885628	corvum	hiantem
190	20.988930867885628	durabile	requie
190	20.988930867885628	fabellam	putaret
190	20.988930867885628	giamai	soavi
190	20.988930867885628	parmensis	vincat
190	20.988930867885628	platessa	pleuronectes
190	20.988930867885628	pyogenes	streptococcus
191	20.05662202271865	abbreviatio	placitorum
191	20.05662202271865	acipenser	sturio
191	20.05662202271865	alcedo	ispida
191	20.05662202271865	anxur	candentibus
191	20.05662202271865	corpori	habitumque
191	20.05662202271865	excellere	ornatum
191	20.05662202271865	fishguard	rosslare
191	20.05662202271865	gubernarique	perspeximus
191	20.05662202271865	liberrima	muto
191	20.05662202271865	orbium	revolutionibus
192	20.407096826614517	avitas	gazas
192	20.407096826614517	crudelibus	obstitit
192	20.407096826614517	decemlineata	leptinotarsa
192	20.407096826614517	embden	meyerhof
192	20.407096826614517	eripi	gaudeat
192	20.407096826614517	historiska	statens
192	20.407096826614517	imitatur	sonitus
192	20.407096826614517	noxque	soporque
192	20.407096826614517	pulverem	reverteris
192	20.407096826614517	servantur	virginei
193	20.236153894741605	agetur	discrimine
193	20.236153894741605	apodemus	sylvaticus
193	20.236153894741605	asshy	heeres
193	20.236153894741605	crispante	tremulos
193	20.236153894741605	impavidum	ruinae
193	20.236153894741605	injussa	virescunt
193	20.236153894741605	mobilibus	pomaria
193	20.236153894741605	mobilibus	uda
193	20.236153894741605	piercie	shafton
193	20.236153894741605	raro	scelestum
194	19.907142322621358	capti	circumvectamur
194	19.907142322621358	chartier's	curial
194	19.907142322621358	circumdatur	pariusve
194	19.907142322621358	confunditur	siculis
194	19.907142322621358	contemplor	nummos
194	19.907142322621358	dansk	kongelig
194	19.907142322621358	fastidia	tulerunt
194	19.907142322621358	graviorque	veniret
194	19.907142322621358	laudabit	ludum
194	19.907142322621358	seminales	vesiculae
195	20.464886372108836	1.325	2.086
195	20.464886372108836	1.337	2.120
195	20.464886372108836	1.761	2.145
195	20.464886372108836	2.145	2.977
195	20.464886372108836	2.306	3.355
195	20.464886372108836	beschrankter	haftung
195	20.464886372108836	inga	stina
195	20.464886372108836	invidi	quaerimus
195	20.464886372108836	lophius	piscatorius
195	20.464886372108836	mensas	onerabat
196	20.63340130922684	1.321	2.074
196	20.63340130922684	2.179	2.681
196	20.63340130922684	alterna	requie
196	20.63340130922684	bosko	chimurcho
196	20.63340130922684	dejecta	stygium
196	20.63340130922684	esculent	funguses
196	20.63340130922684	furiali	poscere
196	20.63340130922684	furon	ribelli
196	20.63340130922684	lauch	lauched
196	20.63340130922684	spesso	suoi
197	20.526277884852636	8af	se5
197	20.526277884852636	amicitur	ineptis
197	20.526277884852636	aspra	selvaggia
197	20.526277884852636	balbumque	figurat
197	20.526277884852636	carinis	mugire
197	20.526277884852636	ephesii	heracliti
197	20.526277884852636	humeri	valeant
197	20.526277884852636	libitinam	vitabit
197	20.526277884852636	monendo	pariterque
197	20.526277884852636	noveni	tuque
198	20.65795390853986	acri	concreta
198	20.65795390853986	cicuta	virosa
198	20.65795390853986	decentes	deiope
198	20.65795390853986	defloruit	ungui
198	20.65795390853986	frondosum	ossae
198	20.65795390853986	humiliter	supplicatum
198	20.65795390853986	irruens	laxus
198	20.65795390853986	mirentur	nescisse
198	20.65795390853986	pomis	viduas
198	20.65795390853986	respicit	surgentem
199	20.936971662299115	aschheim	zondek
199	20.936971662299115	bowle	creame
199	20.936971662299115	cadeby	denaby
199	20.936971662299115	canendo	compulit
199	20.936971662299115	crispante	tremulos
199	20.936971662299115	factas	sigillatas
199	20.936971662299115	flentes	gementes
199	20.936971662299115	inimicos	vestros
199	20.936971662299115	principibus	viritim
199	20.936971662299115	tetrao	urogallus
200	21.493536054316774	amantes	speremus
200	21.493536054316774	arbia	colorata
200	21.493536054316774	arrogans	videar
200	21.493536054316774	baena	cancionero
200	21.493536054316774	barnabo	viscounte
200	21.493536054316774	concussa	trepido
200	21.493536054316774	esquiliis	habitare
200	21.493536054316774	excellere	ornatum
200	21.493536054316774	felowes	wisten
200	21.493536054316774	inveniet	scabra
